4|1|1|2018-02-06 17:10:00|2018-02-06 17:21:02
4|1|2|2018-02-06 17:21:02|2018-02-06 17:25:12
4|1|4|2018-02-06 17:25:12|2018-02-06 17:29:53
4|1|5|2018-02-06 17:29:53|2018-02-06 17:33:33
4|1|6|2018-02-06 17:33:33|2018-02-06 17:35:45
4|1|8|2018-02-06 17:35:45|2018-02-06 17:44:53
4|1|9|2018-02-06 17:44:53|2018-02-06 18:01:03
4|1|10|2018-02-06 18:01:03|2018-02-06 18:03:59
4|1|11|2018-02-06 18:03:59|2018-02-06 18:13:55
4|1|12|2018-02-06 18:13:55|2018-02-06 18:22:45
4|1|13|2018-02-06 18:22:45|2018-02-06 18:33:34
4|2|8|2018-02-07 17:10:00|2018-02-07 17:17:12
4|2|9|2018-02-07 17:17:12|2018-02-07 17:22:51
4|2|4|2018-02-07 17:22:51|2018-02-07 17:38:33
4|2|7|2018-02-07 17:38:33|2018-02-07 17:47:12
4|3|1|2018-02-08 17:10:00|2018-02-08 17:20:11
4|3|2|2018-02-08 17:20:11|2018-02-08 17:24:18
4|3|3|2018-02-08 17:24:18|2018-02-08 17:40:03
4|3|5|2018-02-08 17:40:03|2018-02-08 17:53:22
4|3|7|2018-02-08 17:53:22|2018-02-08 18:09:25
4|3|8|2018-02-08 18:09:25|2018-02-08 18:13:29
4|4|3|2018-02-09 17:10:00|2018-02-09 17:24:14
4|4|1|2018-02-09 17:24:14|2018-02-09 17:26:50
4|4|11|2018-02-09 17:26:50|2018-02-09 17:34:30
4|4|4|2018-02-09 17:34:30|2018-02-09 17:41:37
4|4|13|2018-02-09 17:41:37|2018-02-09 17:48:38
5|5|2|2018-02-09 17:10:00|2018-02-09 17:13:45
5|5|3|2018-02-09 17:13:45|2018-02-09 17:23:31
5|5|4|2018-02-09 17:23:31|2018-02-09 17:37:41
5|5|6|2018-02-09 17:37:41|2018-02-09 17:46:48
5|5|7|2018-02-09 17:46:48|2018-02-09 18:00:48
5|5|11|2018-02-09 18:00:48|2018-02-09 18:12:26
5|5|12|2018-02-09 18:12:26|2018-02-09 18:23:50
5|6|3|2018-02-10 17:10:00|2018-02-10 17:23:39
5|6|4|2018-02-10 17:23:39|2018-02-10 17:32:12
5|6|10|2018-02-10 17:32:12|2018-02-10 17:35:14
5|6|11|2018-02-10 17:35:14|2018-02-10 17:43:02
5|6|12|2018-02-10 17:43:02|2018-02-10 17:45:44
2|7|1|2018-02-10 17:10:00|2018-02-10 17:12:58
2|7|2|2018-02-10 17:12:58|2018-02-10 17:18:44
2|7|5|2018-02-10 17:18:44|2018-02-10 17:21:48
2|7|7|2018-02-10 17:21:48|2018-02-10 17:30:03
2|7|10|2018-02-10 17:30:03|2018-02-10 17:35:00
2|7|13|2018-02-10 17:35:00|2018-02-10 17:42:49
6|8|3|2018-02-11 17:10:00|2018-02-11 17:19:50
6|8|4|2018-02-11 17:19:50|2018-02-11 17:29:10
6|8|5|2018-02-11 17:29:10|2018-02-11 17:42:31
6|8|7|2018-02-11 17:42:31|2018-02-11 17:52:34
6|8|8|2018-02-11 17:52:34|2018-02-11 17:59:28
6|8|10|2018-02-11 17:59:28|2018-02-11 18:03:23
6|8|11|2018-02-11 18:03:23|2018-02-11 18:14:33
6|8|12|2018-02-11 18:14:33|2018-02-11 18:30:08
1|9|1|2018-02-11 17:10:00|2018-02-11 17:17:35
1|9|2|2018-02-11 17:17:35|2018-02-11 17:32:25
1|9|3|2018-02-11 17:32:25|2018-02-11 17:48:30
1|9|5|2018-02-11 17:48:30|2018-02-11 17:58:23
1|9|6|2018-02-11 17:58:23|2018-02-11 18:13:54
1|9|9|2018-02-11 18:13:54|2018-02-11 18:22:05
1|9|10|2018-02-11 18:22:05|2018-02-11 18:34:08
1|9|11|2018-02-11 18:34:08|2018-02-11 18:48:34
2|10|1|2018-02-11 17:10:00|2018-02-11 17:18:28
2|10|2|2018-02-11 17:18:28|2018-02-11 17:31:52
2|10|3|2018-02-11 17:31:52|2018-02-11 17:36:17
2|10|4|2018-02-11 17:36:17|2018-02-11 17:42:48
2|10|5|2018-02-11 17:42:48|2018-02-11 17:45:52
2|10|6|2018-02-11 17:45:52|2018-02-11 17:53:39
2|10|8|2018-02-11 17:53:39|2018-02-11 18:01:56
2|10|10|2018-02-11 18:01:56|2018-02-11 18:13:57
2|10|12|2018-02-11 18:13:57|2018-02-11 18:22:59
5|11|3|2018-02-11 17:10:00|2018-02-11 17:21:48
5|11|4|2018-02-11 17:21:48|2018-02-11 17:33:29
5|11|5|2018-02-11 17:33:29|2018-02-11 17:47:14
5|11|6|2018-02-11 17:47:14|2018-02-11 17:59:53
5|11|7|2018-02-11 17:59:53|2018-02-11 18:11:35
5|11|8|2018-02-11 18:11:35|2018-02-11 18:15:06
5|11|13|2018-02-11 18:15:06|2018-02-11 18:22:29
7|12|1|2018-02-12 17:10:00|2018-02-12 17:14:51
7|12|2|2018-02-12 17:14:51|2018-02-12 17:28:48
7|12|4|2018-02-12 17:28:48|2018-02-12 17:34:53
7|12|5|2018-02-12 17:34:53|2018-02-12 17:44:43
7|12|8|2018-02-12 17:44:43|2018-02-12 17:55:33
7|12|9|2018-02-12 17:55:33|2018-02-12 18:02:32
7|12|10|2018-02-12 18:02:32|2018-02-12 18:09:26
7|12|12|2018-02-12 18:09:26|2018-02-12 18:16:08
7|12|13|2018-02-12 18:16:08|2018-02-12 18:22:03
5|13|1|2018-02-12 17:10:00|2018-02-12 17:19:34
5|13|2|2018-02-12 17:19:34|2018-02-12 17:27:56
5|13|4|2018-02-12 17:27:56|2018-02-12 17:37:29
5|13|8|2018-02-12 17:37:29|2018-02-12 17:40:29
5|13|9|2018-02-12 17:40:29|2018-02-12 17:53:38
5|13|11|2018-02-12 17:53:38|2018-02-12 18:00:06
5|13|13|2018-02-12 18:00:06|2018-02-12 18:12:21
1|14|2|2018-02-12 17:10:00|2018-02-12 17:21:06
1|14|3|2018-02-12 17:21:06|2018-02-12 17:25:14
1|14|5|2018-02-12 17:25:14|2018-02-12 17:41:10
1|14|7|2018-02-12 17:41:10|2018-02-12 17:46:44
1|14|8|2018-02-12 17:46:44|2018-02-12 17:51:08
1|14|9|2018-02-12 17:51:08|2018-02-12 18:00:34
1|14|11|2018-02-12 18:00:34|2018-02-12 18:09:58
1|14|13|2018-02-12 18:09:58|2018-02-12 18:23:19
3|15|5|2018-02-12 17:10:00|2018-02-12 17:13:02
3|15|6|2018-02-12 17:13:02|2018-02-12 17:18:22
3|15|7|2018-02-12 17:18:22|2018-02-12 17:32:09
3|15|8|2018-02-12 17:32:09|2018-02-12 17:39:13
3|15|9|2018-02-12 17:39:13|2018-02-12 17:55:00
3|15|10|2018-02-12 17:55:00|2018-02-12 18:07:07
3|15|12|2018-02-12 18:07:07|2018-02-12 18:14:41
3|15|13|2018-02-12 18:14:41|2018-02-12 18:23:55
3|16|2|2018-02-13 17:10:00|2018-02-13 17:21:56
3|16|4|2018-02-13 17:21:56|2018-02-13 17:33:29
3|16|13|2018-02-13 17:33:29|2018-02-13 17:45:39
3|16|6|2018-02-13 17:45:39|2018-02-13 17:59:18
1|17|2|2018-02-14 17:10:00|2018-02-14 17:21:33
1|17|3|2018-02-14 17:21:33|2018-02-14 17:24:16
1|17|5|2018-02-14 17:24:16|2018-02-14 17:39:41
1|17|7|2018-02-14 17:39:41|2018-02-14 17:48:33
1|17|9|2018-02-14 17:48:33|2018-02-14 17:59:19
1|17|10|2018-02-14 17:59:19|2018-02-14 18:06:46
1|17|12|2018-02-14 18:06:46|2018-02-14 18:14:35
1|17|13|2018-02-14 18:14:35|2018-02-14 18:28:00
4|18|1|2018-02-14 17:10:00|2018-02-14 17:20:42
4|18|2|2018-02-14 17:20:42|2018-02-14 17:30:35
4|18|5|2018-02-14 17:30:35|2018-02-14 17:37:18
4|18|7|2018-02-14 17:37:18|2018-02-14 17:44:37
4|18|8|2018-02-14 17:44:37|2018-02-14 18:00:13
4|18|12|2018-02-14 18:00:13|2018-02-14 18:12:40
4|18|13|2018-02-14 18:12:40|2018-02-14 18:24:06
2|19|3|2018-02-14 17:10:00|2018-02-14 17:25:53
2|19|4|2018-02-14 17:25:53|2018-02-14 17:36:29
2|19|6|2018-02-14 17:36:29|2018-02-14 17:50:55
2|19|8|2018-02-14 17:50:55|2018-02-14 18:00:42
2|19|12|2018-02-14 18:00:42|2018-02-14 18:13:46
2|19|13|2018-02-14 18:13:46|2018-02-14 18:24:23
3|20|2|2018-02-14 17:10:00|2018-02-14 17:13:56
3|20|5|2018-02-14 17:13:56|2018-02-14 17:27:14
3|20|7|2018-02-14 17:27:14|2018-02-14 17:32:44
3|20|8|2018-02-14 17:32:44|2018-02-14 17:44:59
3|20|9|2018-02-14 17:44:59|2018-02-14 17:51:54
3|20|10|2018-02-14 17:51:54|2018-02-14 18:07:56
3|20|11|2018-02-14 18:07:56|2018-02-14 18:20:22
3|20|12|2018-02-14 18:20:22|2018-02-14 18:27:34
6|21|3|2018-02-15 17:10:00|2018-02-15 17:13:15
6|21|5|2018-02-15 17:13:15|2018-02-15 17:18:08
6|21|6|2018-02-15 17:18:08|2018-02-15 17:29:03
6|21|7|2018-02-15 17:29:03|2018-02-15 17:35:58
6|21|8|2018-02-15 17:35:58|2018-02-15 17:43:30
6|21|13|2018-02-15 17:43:30|2018-02-15 17:55:42
4|22|1|2018-02-15 17:10:00|2018-02-15 17:18:13
4|22|2|2018-02-15 17:18:13|2018-02-15 17:25:12
4|22|9|2018-02-15 17:25:12|2018-02-15 17:41:35
4|22|13|2018-02-15 17:41:35|2018-02-15 17:57:13
4|22|5|2018-02-15 17:57:13|2018-02-15 18:09:42
2|23|1|2018-02-15 17:10:00|2018-02-15 17:18:32
2|23|3|2018-02-15 17:18:32|2018-02-15 17:27:54
2|23|6|2018-02-15 17:27:54|2018-02-15 17:34:50
2|23|8|2018-02-15 17:34:50|2018-02-15 17:40:46
2|23|10|2018-02-15 17:40:46|2018-02-15 17:55:49
2|23|12|2018-02-15 17:55:49|2018-02-15 18:03:34
2|23|13|2018-02-15 18:03:34|2018-02-15 18:15:37
7|24|12|2018-02-15 17:10:00|2018-02-15 17:19:59
7|24|3|2018-02-15 17:19:59|2018-02-15 17:28:17
7|24|4|2018-02-15 17:28:17|2018-02-15 17:36:48
7|24|13|2018-02-15 17:36:48|2018-02-15 17:46:52
7|24|5|2018-02-15 17:46:52|2018-02-15 18:00:19
3|25|1|2018-02-15 17:10:00|2018-02-15 17:24:00
3|25|4|2018-02-15 17:24:00|2018-02-15 17:33:36
3|25|5|2018-02-15 17:33:36|2018-02-15 17:47:25
3|25|7|2018-02-15 17:47:25|2018-02-15 17:59:26
3|25|9|2018-02-15 17:59:26|2018-02-15 18:05:52
3|25|10|2018-02-15 18:05:52|2018-02-15 18:19:10
3|25|11|2018-02-15 18:19:10|2018-02-15 18:32:54
3|25|13|2018-02-15 18:32:54|2018-02-15 18:42:15
3|26|2|2018-02-16 17:10:00|2018-02-16 17:20:49
3|26|3|2018-02-16 17:20:49|2018-02-16 17:26:44
3|26|4|2018-02-16 17:26:44|2018-02-16 17:42:11
3|26|5|2018-02-16 17:42:11|2018-02-16 17:58:07
3|26|7|2018-02-16 17:58:07|2018-02-16 18:12:44
3|26|11|2018-02-16 18:12:44|2018-02-16 18:21:39
3|27|1|2018-02-17 17:10:00|2018-02-17 17:20:13
